Year,ID,Species,River,Reach,Length,Age_cap,Age,Growth_year,Otolith_growth,Avflow,Annualflow_SD,Springflow,SpringSD,SumAutflow,SumAutSD,Ant_Wintflow,Ant_WintSD,Ant_Avflow,Ant_Annualflow_SD,Ant_Springflow,Ant_SpringSD,Ant_SumAutflow,Ant_SumAutSD,Temp
2003,4mpC,MC,Murray,Lower,1007,18,9,1993,0.11,29012.00,0.80,55511.39,0.44,15181.13,0.61,9284.77,0.54,13246.08,0.94,26645.94,0.78,9377.23,0.26,16.636392405
2003,4mpC,MC,Murray,Lower,1007,18,10,1994,0.11,16875.61,1.21,50338.83,0.57,10933.07,0.36,26877.05,0.58,29012.00,0.80,55511.39,0.44,15181.13,0.61,16.054972376
2013,4025,MC,Murray,Lower,1008,19,1,1994,0.62,16875.61,1.21,50338.83,0.57,10933.07,0.36,26877.05,0.58,29012.00,0.80,55511.39,0.44,15181.13,0.61,16.054972376
2003,4mpC,MC,Murray,Lower,1007,18,11,1995,0.11,15065.86,0.77,13216.39,0.08,10687.28,0.27,8940.34,0.37,16875.61,1.21,50338.83,0.57,10933.07,0.36,16.692876712
2013,4025,MC,Murray,Lower,1008,19,2,1995,0.25,15065.86,0.77,13216.39,0.08,10687.28,0.27,8940.34,0.37,16875.61,1.21,50338.83,0.57,10933.07,0.36,16.692876712
2003,4mpC,MC,Murray,Lower,1007,18,12,1996,0.13,15788.64,0.85,12033.41,0.52,8945.86,0.38,27094.25,0.65,15065.86,0.77,13216.39,0.08,10687.28,0.27,16.836612022
2013,4025,MC,Murray,Lower,1008,19,3,1996,0.19,15788.64,0.85,12033.41,0.52,8945.86,0.38,27094.25,0.65,15065.86,0.77,13216.39,0.08,10687.28,0.27,16.836612022
2003,4mpC,MC,Murray,Lower,1007,18,13,1997,0.12,16303.26,1.54,50775.07,0.67,8921.45,0.26,24468.59,0.81,15788.64,0.85,12033.41,0.52,8945.86,0.38,16.933972603
2013,4025,MC,Murray,Lower,1008,19,4,1997,0.24,16303.26,1.54,50775.07,0.67,8921.45,0.26,24468.59,0.81,15788.64,0.85,12033.41,0.52,8945.86,0.38,16.933972603
2003,4mpC,MC,Murray,Lower,1007,18,14,1998,0.11,8655.18,0.94,9401.28,0.18,8257.47,0.36,5049.00,0.61,16303.26,1.54,50775.07,0.67,8921.45,0.26,17.541369863
2013,4025,MC,Murray,Lower,1008,19,5,1998,0.14,8655.18,0.94,9401.28,0.18,8257.47,0.36,5049.00,0.61,16303.26,1.54,50775.07,0.67,8921.45,0.26,17.541369863
2011,ARI-11-4,MC,Murray,Lower,922,13,1,1998,0.51,8655.18,0.94,9401.28,0.18,8257.47,0.36,5049.00,0.61,16303.26,1.54,50775.07,0.67,8921.45,0.26,17.541369863
2012,102269,MC,Murray,Lower,610,13,1,1999,0.36,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2011,ARI-11-4,MC,Murray,Lower,922,13,2,1999,0.27,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2013,4025,MC,Murray,Lower,1008,19,6,1999,0.13,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2003,4mpA,MC,Murray,Lower,390,4,1,1999,0.44,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2003,4mpC,MC,Murray,Lower,1007,18,15,1999,0.10,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2013,25784,MC,Murray,Lower,627,14,1,1999,0.56,9624.82,0.44,15773.16,0.93,8867.54,0.31,5275.93,0.58,8655.18,0.94,9401.28,0.18,8257.47,0.36,17.874520548
2003,4mpA,MC,Murray,Lower,390,4,2,2000,0.28,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2003,4mpC,MC,Murray,Lower,1007,18,16,2000,0.11,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2003,4mpB,MC,Murray,Lower,300,3,1,2000,0.31,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2012,102269,MC,Murray,Lower,610,13,2,2000,0.24,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2013,25784,MC,Murray,Lower,627,14,2,2000,0.27,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2013,4025,MC,Murray,Lower,1008,19,7,2000,0.12,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2011,ARI-11-4,MC,Murray,Lower,922,13,3,2000,0.23,11455.22,0.94,8301.46,0.45,7912.70,0.29,7666.45,0.43,9624.82,0.44,15773.16,0.93,8867.54,0.31,17.48989071
2012,128335,MC,Murray,Lower,550,11,1,2001,0.50,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2011,ARI-11-4,MC,Murray,Lower,922,13,4,2001,0.17,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2003,4mpA,MC,Murray,Lower,390,4,3,2001,0.23,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2003,4mpB,MC,Murray,Lower,300,3,2,2001,0.20,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2003,4mpD,MC,Murray,Lower,303,2,1,2001,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2009,14627,MC,Murray,Lower,399,8,1,2001,0.48,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2012,102269,MC,Murray,Lower,610,13,3,2001,0.24,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2013,4025,MC,Murray,Lower,1008,19,8,2001,0.13,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2003,4mpC,MC,Murray,Lower,1007,18,17,2001,0.09,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2013,25784,MC,Murray,Lower,627,14,3,2001,0.21,13066.35,1.09,39571.08,0.47,9534.15,0.44,11588.61,0.39,11455.22,0.94,8301.46,0.45,7912.70,0.29,17.783013699
2014,130797,MC,Murray,Lower,795,12,1,2002,0.49,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2011,ARI-11-4,MC,Murray,Lower,922,13,5,2002,0.09,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2013,25784,MC,Murray,Lower,627,14,4,2002,0.13,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2012,128488,MC,Murray,Lower,727,10,1,2002,0.47,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2012,124991,MC,Murray,Lower,647,10,1,2002,0.40,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2012,102269,MC,Murray,Lower,610,13,4,2002,0.15,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2012,128335,MC,Murray,Lower,550,11,2,2002,0.25,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2009,14627,MC,Murray,Lower,399,8,2,2002,0.26,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2003,4mpC,MC,Murray,Lower,1007,18,18,2002,0.13,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2003,4mpA,MC,Murray,Lower,390,4,4,2002,0.13,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2003,4mpB,MC,Murray,Lower,300,3,3,2002,0.17,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2003,4mpD,MC,Murray,Lower,303,2,2,2002,0.23,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2013,4025,MC,Murray,Lower,1008,19,9,2002,0.12,9097.75,0.37,9355.73,0.26,9321.98,0.28,4960.41,0.46,13066.35,1.09,39571.08,0.47,9534.15,0.44,16.729463014
2011,ARI-11-4,MC,Murray,Lower,922,13,6,2003,0.10,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2009,103418,MC,Murray,Lower,481,6,1,2003,0.42,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2013,16407,MC,Murray,Lower,685,10,1,2003,0.50,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2009,14627,MC,Murray,Lower,399,8,3,2003,0.23,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2009,106072,MC,Murray,Lower,396,6,1,2003,0.45,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2010,100604,MC,Murray,Lower,594,7,1,2003,0.59,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2012,124991,MC,Murray,Lower,647,10,2,2003,0.24,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2012,128488,MC,Murray,Lower,727,10,2,2003,0.29,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
2012,128335,MC,Murray,Lower,550,11,3,2003,0.25,9974.72,0.61,14350.12,0.05,7864.58,0.47,6537.03,0.56,9097.75,0.37,9355.73,0.26,9321.98,0.28,16.99
